pixel_no	pixel_x	pixel_y	latitude	longitude	reflec_1_NOICOL_mean	reflec_1_NOICOL_sigma	band	Product	ICOL_ID	Percentage_difference	Distance_Km
62	155	277	58.55465	17.501587	0.0017207289	2.08E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	1.19	23.724
63	156	278	58.551445	17.50443	0.0017190767	2.74E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	0.51	24.115
64	157	279	58.54825	17.507275	0.0014886631	2.70E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	-0.08	24.508
65	158	280	58.545048	17.51012	0.0014922061	2.10E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	-0.09	24.901
66	159	281	58.541843	17.512964	0.0015041763	2.22E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	-0.05	25.070
67	160	281	58.541176	17.51724	0.0015406945	1.82E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	0.29	25.462
68	161	282	58.537975	17.520084	0.0015820843	1.57E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	0.71	25.855
69	162	283	58.53477	17.522924	0.0015368845	1.82E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	0.98	26.247
70	163	284	58.53157	17.525764	0.0016045347	1.48E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	0.91	26.639
71	164	285	58.528374	17.528606	0.0017026245	1.62E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	1.05	27.031
72	165	286	58.52517	17.531446	0.0017009728	1.25E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	1.26	27.424
73	166	287	58.52197	17.534286	0.0016849132	1.80E-04	reflec_3	FUB_L1N_NOL1N_20100511	0	-42.40	0.156
1	97	217	58.74499	17.338377	-3.14E-04	4.55E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	-19.09	0.548
2	98	218	58.741795	17.341255	-1.20E-04	7.23E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	-2.40	0.940
3	99	219	58.7386	17.344131	4.21E-04	8.59E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	3.63	1.332
4	100	220	58.73541	17.347012	0.0010225158	8.19E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	5.96	1.566
5	100	221	58.732872	17.345583	0.0011276938	7.65E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	5.98	1.956
6	101	222	58.729675	17.348461	0.0015430526	2.56E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	9.31	2.346
7	102	223	58.72648	17.351336	0.0016222271	1.92E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	6.12	2.737
8	103	224	58.723286	17.354212	0.0016195768	2.19E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	7.11	3.128
9	104	225	58.72009	17.357088	0.0016455782	1.62E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	5.75	3.519
10	105	226	58.716892	17.35996	0.0017199275	1.28E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	6.14	3.911
11	106	227	58.7137	17.362833	0.0018544768	2.11E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	6.65	4.145
12	106	228	58.711163	17.361404	0.0019460848	2.05E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	6.88	4.536
13	107	229	58.707966	17.364277	0.0019856112	1.92E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	6.82	4.926
14	108	230	58.704773	17.367151	0.0020972549	1.59E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	6.22	5.318
15	109	231	58.701576	17.370024	0.002072689	1.79E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	5.95	5.708
16	110	232	58.698383	17.372892	0.0020775856	1.89E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	5.73	6.100
17	111	233	58.695187	17.375763	0.002064536	2.11E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	6.04	6.491
18	112	234	58.69199	17.378633	0.002075499	2.34E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	6.22	6.725
19	112	235	58.689457	17.377205	0.0020826405	1.58E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	6.02	7.116
20	113	236	58.68626	17.380072	0.00220058	1.98E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	5.62	7.507
21	114	237	58.683067	17.38294	0.0019859984	2.37E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	5.76	7.898
22	115	238	58.67987	17.385807	0.002032321	1.91E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	5.87	8.288
23	116	239	58.676678	17.388676	0.0020323708	2.50E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	6.01	8.680
24	117	240	58.67348	17.391542	0.0020064896	1.43E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	5.27	9.071
25	118	241	58.670288	17.394407	0.0020535374	1.41E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	4.67	9.462
26	119	242	58.667095	17.397272	0.001995573	1.93E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	3.74	9.853
27	120	243	58.6639	17.400137	0.001874326	2.29E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	3.89	10.244
28	121	244	58.660706	17.403002	0.001845248	2.11E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	3.55	10.635
29	122	245	58.65751	17.405867	0.0018674999	2.02E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	3.25	11.027
30	123	246	58.654316	17.408728	0.0017931673	2.47E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	3.31	11.418
31	124	247	58.651123	17.411592	0.0017507913	2.01E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	2.65	11.809
32	125	248	58.64793	17.414452	0.0016807574	1.58E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	2.46	12.201
33	126	249	58.644733	17.417315	0.0016180484	2.18E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	2.62	12.592
34	127	250	58.64154	17.420177	0.001665812	1.82E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	2.42	12.983
35	128	251	58.63835	17.423035	0.0015981006	1.24E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	2.44	13.374
36	129	252	58.63516	17.425896	0.0016351601	1.06E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	2.33	13.766
37	130	253	58.63196	17.428755	0.0015975459	1.67E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.21	14.157
38	131	254	58.62877	17.431614	0.0015473849	1.97E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.32	14.549
39	132	255	58.625576	17.434471	0.0015793779	1.62E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.80	14.940
40	133	256	58.622383	17.437326	0.0015232431	1.03E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.92	15.331
41	134	257	58.61919	17.440184	0.0016367947	1.90E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.57	15.723
42	135	258	58.615997	17.44304	0.00156008	2.15E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.98	16.114
43	136	259	58.612804	17.445896	0.001647424	1.95E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	2.00	16.506
44	137	260	58.609608	17.448751	0.0016153853	1.19E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	2.22	16.897
45	138	261	58.606415	17.451603	0.0016644457	1.18E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.92	17.289
46	139	262	58.60322	17.454458	0.001721129	1.57E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.46	17.680
47	140	263	58.60003	17.457312	0.0016836503	1.05E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.53	18.071
48	141	264	58.596836	17.460165	0.0016849248	1.84E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.56	18.463
49	142	265	58.593643	17.463015	0.0017256578	1.49E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.53	18.854
50	143	266	58.59045	17.465866	0.0016684787	2.40E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.51	19.246
51	144	267	58.587257	17.46873	0.001619695	2.26E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.66	19.638
52	145	268	58.584064	17.471592	0.0015736519	9.73E-05	reflec_4	FUB_L1N_NOL1N_20100511	0	1.59	19.804
53	146	268	58.58341	17.475883	0.001592779	1.01E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.98	20.196
54	147	269	58.58021	17.47874	0.0014912019	1.47E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.82	20.587
55	148	270	58.57702	17.481602	0.0015324056	2.33E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.13	20.979
56	149	271	58.573826	17.484463	0.0015577313	1.41E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.14	21.371
57	150	272	58.570633	17.487322	0.0016549983	1.88E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.25	21.763
58	151	273	58.56744	17.49018	0.001567669	1.78E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.12	22.155
59	152	274	58.564247	17.493038	0.0017219406	1.92E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.21	22.546
60	153	275	58.561054	17.495895	0.0017114459	1.88E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.44	22.938
61	154	276	58.557854	17.498741	0.0017673551	1.26E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.91	23.331
62	155	277	58.55465	17.501587	0.0018059348	1.43E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.99	23.724
63	156	278	58.551445	17.50443	0.0017767847	1.93E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.41	24.115
64	157	279	58.54825	17.507275	0.001569761	2.05E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	-0.09	24.508
65	158	280	58.545048	17.51012	0.0015641778	1.54E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.11	24.901
66	159	281	58.541843	17.512964	0.0016170581	2.01E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.05	25.070
67	160	281	58.541176	17.51724	0.0016459859	1.39E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.31	25.462
68	161	282	58.537975	17.520084	0.0016989288	1.80E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.63	25.855
69	162	283	58.53477	17.522924	0.0016537979	1.45E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.05	26.247
70	163	284	58.53157	17.525764	0.0017593984	1.30E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	0.92	26.639
71	164	285	58.528374	17.528606	0.0018264629	1.52E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.02	27.031
72	165	286	58.52517	17.531446	0.0018154451	1.17E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	1.30	27.424
73	166	287	58.52197	17.534286	0.001835074	1.55E-04	reflec_4	FUB_L1N_NOL1N_20100511	0	7.90	0.156
1	97	217	58.74499	17.338377	9.68E-04	0.0013564558	reflec_5	FUB_L1N_NOL1N_20100511	0	32.16	0.548
2	98	218	58.741795	17.341255	3.76E-04	0.0010744656	reflec_5	FUB_L1N_NOL1N_20100511	0	45.43	0.940
3	99	219	58.7386	17.344131	4.82E-04	8.84E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	23.23	1.332
4	100	220	58.73541	17.347012	0.0011253854	8.39E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	21.30	1.566
5	100	221	58.732872	17.345583	0.0011591475	7.22E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	16.04	1.956
6	101	222	58.729675	17.348461	0.0016078204	1.98E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	16.86	2.346
7	102	223	58.72648	17.351336	0.0016160315	2.48E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	14.16	2.737
8	103	224	58.723286	17.354212	0.0016690927	2.52E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	12.86	3.128
9	104	225	58.72009	17.357088	0.0017117747	1.79E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	10.96	3.519
10	105	226	58.716892	17.35996	0.0018024767	1.67E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	10.28	3.911
11	106	227	58.7137	17.362833	0.001960496	2.13E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	10.26	4.145
12	106	228	58.711163	17.361404	0.002170959	2.68E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	10.00	4.536
13	107	229	58.707966	17.364277	0.0025023608	3.82E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	9.64	4.926
14	108	230	58.704773	17.367151	0.0028169206	1.89E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	8.80	5.318
15	109	231	58.701576	17.370024	0.0026988331	2.16E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	8.31	5.708
16	110	232	58.698383	17.372892	0.00257338	2.17E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	7.92	6.100
17	111	233	58.695187	17.375763	0.0024985962	1.77E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	7.87	6.491
18	112	234	58.69199	17.378633	0.0024369573	3.09E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	8.12	6.725
19	112	235	58.689457	17.377205	0.002493351	2.26E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	7.30	7.116
20	113	236	58.68626	17.380072	0.002515731	2.76E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	6.72	7.507
21	114	237	58.683067	17.38294	0.002287547	2.57E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	6.51	7.898
22	115	238	58.67987	17.385807	0.0023808423	2.65E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	6.26	8.288
23	116	239	58.676678	17.388676	0.0023454207	2.99E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	6.58	8.680
24	117	240	58.67348	17.391542	0.0023361922	1.86E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	5.48	9.071
25	118	241	58.670288	17.394407	0.0022861243	1.86E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	5.26	9.462
26	119	242	58.667095	17.397272	0.002168627	1.89E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	4.92	9.853
27	120	243	58.6639	17.400137	0.0020583484	1.80E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	4.66	10.244
28	121	244	58.660706	17.403002	0.001969915	1.98E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	4.31	10.635
29	122	245	58.65751	17.405867	0.0019765203	1.61E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	4.38	11.027
30	123	246	58.654316	17.408728	0.0019312169	2.16E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	4.00	11.418
31	124	247	58.651123	17.411592	0.0018171384	2.86E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	3.08	11.809
32	125	248	58.64793	17.414452	0.0016610012	1.74E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	2.36	12.201
33	126	249	58.644733	17.417315	0.0015482529	1.94E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	2.47	12.592
34	127	250	58.64154	17.420177	0.0015677842	1.75E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	3.04	12.983
35	128	251	58.63835	17.423035	0.0016215204	1.42E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	2.75	13.374
36	129	252	58.63516	17.425896	0.0016294015	1.27E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	2.78	13.766
37	130	253	58.63196	17.428755	0.0015937639	1.20E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.76	14.157
38	131	254	58.62877	17.431614	0.0015281881	1.58E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.47	14.549
39	132	255	58.625576	17.434471	0.0015203105	1.92E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	2.00	14.940
40	133	256	58.622383	17.437326	0.0014732062	1.33E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	2.09	15.331
41	134	257	58.61919	17.440184	0.0015655364	1.75E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.93	15.723
42	135	258	58.615997	17.44304	0.0015754778	1.83E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	2.18	16.114
43	136	259	58.612804	17.445896	0.0016436125	1.82E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.89	16.506
44	137	260	58.609608	17.448751	0.0015385904	1.62E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	2.07	16.897
45	138	261	58.606415	17.451603	0.0015333146	1.42E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	2.14	17.289
46	139	262	58.60322	17.454458	0.0016824165	2.42E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.92	17.680
47	140	263	58.60003	17.457312	0.0017186453	1.75E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.77	18.071
48	141	264	58.596836	17.460165	0.001695133	1.99E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.52	18.463
49	142	265	58.593643	17.463015	0.0016327668	1.31E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.31	18.854
50	143	266	58.59045	17.465866	0.001578364	2.09E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.35	19.246
51	144	267	58.587257	17.46873	0.0015264868	2.04E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.74	19.638
52	145	268	58.584064	17.471592	0.0015159242	8.17E-05	reflec_5	FUB_L1N_NOL1N_20100511	0	1.68	19.804
53	146	268	58.58341	17.475883	0.0015009139	5.14E-05	reflec_5	FUB_L1N_NOL1N_20100511	0	1.32	20.196
54	147	269	58.58021	17.47874	0.0014814688	1.11E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.20	20.587
55	148	270	58.57702	17.481602	0.0015083897	2.28E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	0.38	20.979
56	149	271	58.573826	17.484463	0.0015244768	1.55E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	-0.30	21.371
57	150	272	58.570633	17.487322	0.001507116	1.89E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	0.00	21.763
58	151	273	58.56744	17.49018	0.0014447733	2.01E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.11	22.155
59	152	274	58.564247	17.493038	0.0016691801	2.19E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.32	22.546
60	153	275	58.561054	17.495895	0.0017207129	2.01E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.49	22.938
61	154	276	58.557854	17.498741	0.0017551322	1.30E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.01	23.331
62	155	277	58.55465	17.501587	0.0017965056	1.24E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	0.98	23.724
63	156	278	58.551445	17.50443	0.001721999	1.29E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	0.51	24.115
64	157	279	58.54825	17.507275	0.0015452903	1.76E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	0.07	24.508
65	158	280	58.545048	17.51012	0.0015317156	1.78E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	0.52	24.901
66	159	281	58.541843	17.512964	0.0016424989	2.02E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	0.34	25.070
67	160	281	58.541176	17.51724	0.0016634723	1.30E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	0.37	25.462
68	161	282	58.537975	17.520084	0.0017191607	2.30E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	0.58	25.855
69	162	283	58.53477	17.522924	0.001675166	1.36E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.18	26.247
70	163	284	58.53157	17.525764	0.0018348919	1.59E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	0.96	26.639
71	164	285	58.528374	17.528606	0.0018686159	1.56E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.04	27.031
72	165	286	58.52517	17.531446	0.0018381948	1.66E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	1.38	27.424
73	166	287	58.52197	17.534286	0.001910355	1.40E-04	reflec_5	FUB_L1N_NOL1N_20100511	0	176.29	0.156
1	97	217	58.74499	17.338377	1.01E-05	9.87E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	-99.59	0.548
2	98	218	58.741795	17.341255	-3.39E-04	7.59E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	-69.83	0.940
3	99	219	58.7386	17.344131	-4.14E-04	4.52E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	426.31	1.332
4	100	220	58.73541	17.347012	-6.03E-05	4.42E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	261.46	1.566
5	100	221	58.732872	17.345583	-2.48E-05	3.86E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	62.95	1.956
6	101	222	58.729675	17.348461	2.39E-04	1.18E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	63.95	2.346
7	102	223	58.72648	17.351336	2.36E-04	1.71E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	51.44	2.737
8	103	224	58.723286	17.354212	2.90E-04	1.53E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	45.03	3.128
9	104	225	58.72009	17.357088	3.25E-04	1.12E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	37.88	3.519
10	105	226	58.716892	17.35996	3.59E-04	1.07E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	31.86	3.911
11	106	227	58.7137	17.362833	4.30E-04	1.35E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	26.75	4.145
12	106	228	58.711163	17.361404	5.57E-04	1.72E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	21.42	4.536
13	107	229	58.707966	17.364277	8.04E-04	2.64E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	18.15	4.926
14	108	230	58.704773	17.367151	0.0010266979	1.37E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	17.69	5.318
15	109	231	58.701576	17.370024	9.48E-04	1.36E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	18.13	5.708
16	110	232	58.698383	17.372892	8.41E-04	1.19E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	17.80	6.100
17	111	233	58.695187	17.375763	7.80E-04	1.02E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	17.66	6.491
18	112	234	58.69199	17.378633	7.52E-04	1.86E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	17.31	6.725
19	112	235	58.689457	17.377205	8.00E-04	1.42E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	15.70	7.116
20	113	236	58.68626	17.380072	8.17E-04	1.64E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	16.36	7.507
21	114	237	58.683067	17.38294	6.66E-04	1.49E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	14.60	7.898
22	115	238	58.67987	17.385807	7.44E-04	1.62E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	14.09	8.288
23	116	239	58.676678	17.388676	7.10E-04	1.68E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	14.17	8.680
24	117	240	58.67348	17.391542	7.42E-04	1.20E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	12.87	9.071
25	118	241	58.670288	17.394407	7.11E-04	1.08E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	13.41	9.462
26	119	242	58.667095	17.397272	6.47E-04	1.06E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	13.90	9.853
27	120	243	58.6639	17.400137	5.78E-04	8.89E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	13.92	10.244
28	121	244	58.660706	17.403002	5.20E-04	1.12E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	13.01	10.635
29	122	245	58.65751	17.405867	5.28E-04	9.42E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	13.35	11.027
30	123	246	58.654316	17.408728	5.42E-04	1.06E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	13.38	11.418
31	124	247	58.651123	17.411592	4.68E-04	1.73E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	13.59	11.809
32	125	248	58.64793	17.414452	3.75E-04	1.10E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	13.58	12.201
33	126	249	58.644733	17.417315	2.90E-04	1.31E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	12.84	12.592
34	127	250	58.64154	17.420177	2.98E-04	1.20E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	12.98	12.983
35	128	251	58.63835	17.423035	3.09E-04	8.41E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	11.49	13.374
36	129	252	58.63516	17.425896	3.31E-04	8.22E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	12.07	13.766
37	130	253	58.63196	17.428755	3.29E-04	6.41E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	9.96	14.157
38	131	254	58.62877	17.431614	2.88E-04	8.46E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	8.95	14.549
39	132	255	58.625576	17.434471	2.88E-04	1.51E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	11.98	14.940
40	133	256	58.622383	17.437326	2.47E-04	9.15E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	10.06	15.331
41	134	257	58.61919	17.440184	3.15E-04	9.02E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	8.83	15.723
42	135	258	58.615997	17.44304	3.29E-04	1.10E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	8.22	16.114
43	136	259	58.612804	17.445896	3.49E-04	1.13E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	8.73	16.506
44	137	260	58.609608	17.448751	2.83E-04	1.06E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	9.09	16.897
45	138	261	58.606415	17.451603	2.94E-04	8.80E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	7.73	17.289
46	139	262	58.60322	17.454458	3.96E-04	1.45E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	6.83	17.680
47	140	263	58.60003	17.457312	4.17E-04	1.10E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	6.16	18.071
48	141	264	58.596836	17.460165	3.77E-04	1.16E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	5.98	18.463
49	142	265	58.593643	17.463015	3.33E-04	8.93E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	5.40	18.854
50	143	266	58.59045	17.465866	3.28E-04	1.36E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	6.08	19.246
51	144	267	58.587257	17.46873	2.95E-04	1.14E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	7.16	19.638
52	145	268	58.584064	17.471592	3.11E-04	3.75E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	7.51	19.804
53	146	268	58.58341	17.475883	3.07E-04	2.61E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	6.50	20.196
54	147	269	58.58021	17.47874	2.96E-04	7.01E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	5.36	20.587
55	148	270	58.57702	17.481602	3.18E-04	1.34E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	2.45	20.979
56	149	271	58.573826	17.484463	3.17E-04	9.38E-05	reflec_6	FUB_L1N_NOL1N_20100511	0	0.85	21.371
57	150	272	58.570633	17.487322	3.09E-04	1.01E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	2.38	21.763
58	151	273	58.56744	17.49018	2.92E-04	1.10E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	3.66	22.155
59	152	274	58.564247	17.493038	4.08E-04	1.47E-04	reflec_6	FUB_L1N_NOL1N_20100511	0	3.67	22.546
