pixel_no	pixel_x	pixel_y	latitude	longitude	reflec_1_NOICOL_mean	reflec_1_NOICOL_sigma	band	Product	ICOL_ID	Percentage_difference	Distance_Km
71	154	290	58.529278	17.528566	0.0033157882	0.00036073808	reflec_3	FUB_L1N_NOL1N_20080728	0	0.99	26.546
72	155	291	58.52614	17.531605	0.0031913645	0.00036783784	reflec_3	FUB_L1N_NOL1N_20080728	0	0.49	26.937
73	156	292	58.523003	17.534645	0.003299034	0.0004761243	reflec_3	FUB_L1N_NOL1N_20080728	0	0.61	27.328
1	89	220	58.74611	17.336355	-1.32E-04	3.57E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.23	0.066
2	90	221	58.742977	17.339436	-4.86E-04	4.40E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	-63.77	0.388
3	91	222	58.739845	17.342514	2.81E-04	0.0015468571	reflec_4	FUB_L1N_NOL1N_20080728	0	89.26	0.776
4	91	223	58.737293	17.341244	0.0010149236	0.0016901498	reflec_4	FUB_L1N_NOL1N_20080728	0	41.67	1.026
5	92	224	58.734158	17.344322	0.001706779	0.0014146192	reflec_4	FUB_L1N_NOL1N_20080728	0	16.79	1.408
6	93	225	58.731026	17.347399	0.002496045	4.07E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	13.76	1.794
7	94	226	58.727894	17.35048	0.002678457	7.90E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	15.62	2.181
8	95	227	58.724762	17.353552	0.0030418714	4.48E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	17.38	2.570
9	96	228	58.72163	17.35663	0.0033039139	2.03E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	18.27	2.959
10	96	229	58.719078	17.355356	0.0033303525	3.59E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	17.88	3.199
11	97	230	58.71594	17.358423	0.0036057562	5.29E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	15.97	3.587
12	98	231	58.712795	17.361488	0.0037167466	4.83E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	15.20	3.976
13	99	232	58.709656	17.364552	0.0033921213	4.11E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	13.35	4.365
14	100	233	58.706516	17.367617	0.003473354	5.72E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	13.13	4.755
15	100	234	58.703964	17.366343	0.0035781933	5.49E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	13.40	4.995
16	101	235	58.70082	17.369404	0.003519356	5.31E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	10.65	5.384
17	102	236	58.697678	17.372467	0.0030108446	3.34E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	7.37	5.773
18	103	237	58.69454	17.375528	0.0028949666	2.85E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	7.07	6.162
19	104	238	58.691395	17.37859	0.002936592	3.42E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	6.72	6.552
20	105	239	58.688255	17.381653	0.0031910446	3.17E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	8.79	6.941
21	105	240	58.685703	17.380375	0.0035245854	4.84E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	9.64	7.180
22	106	241	58.682564	17.383434	0.0034492882	4.04E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	8.83	7.569
23	107	242	58.679424	17.386492	0.0033403886	2.60E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	8.01	7.958
24	108	243	58.67628	17.389553	0.003577864	2.70E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	7.80	8.348
25	109	244	58.673138	17.392609	0.0033000251	3.83E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	6.16	8.738
26	110	245	58.670002	17.395666	0.0032234543	2.54E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	5.86	9.127
27	111	246	58.66686	17.398724	0.0033177845	3.00E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	6.17	9.517
28	112	247	58.663715	17.40178	0.0034589316	2.90E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	6.85	9.907
29	113	248	58.660576	17.404833	0.0037473885	5.58E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	6.74	10.297
30	114	249	58.657436	17.40789	0.0041072355	3.93E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	6.79	10.687
31	115	250	58.654293	17.410942	0.004209359	3.93E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	7.29	11.077
32	116	251	58.651154	17.413998	0.004241852	2.61E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	7.06	11.468
33	117	252	58.648014	17.417048	0.0038836992	5.92E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	5.68	11.858
34	118	253	58.644875	17.420103	0.0034429336	5.30E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	3.95	12.248
35	118	254	58.642323	17.418821	0.003345687	3.77E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	3.90	12.482
36	119	255	58.63918	17.421873	0.003240112	2.37E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	3.91	12.872
37	120	256	58.636044	17.424923	0.0035645934	2.84E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	4.49	13.262
38	121	257	58.632904	17.427975	0.0038049596	2.30E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	6.14	13.652
39	122	258	58.62976	17.431025	0.0037408385	2.91E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	9.76	14.042
40	123	259	58.626617	17.434072	0.0038959947	3.52E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	7.69	14.433
41	124	260	58.623478	17.437119	0.0038931824	3.39E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	4.54	14.823
42	125	261	58.62034	17.440168	0.0038573144	2.21E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	3.86	15.213
43	126	262	58.6172	17.443224	0.0038170526	2.51E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	3.61	15.604
44	127	263	58.614056	17.446281	0.0036673762	2.26E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	3.72	15.995
45	128	264	58.610916	17.449337	0.003519607	2.43E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	3.18	16.385
46	129	265	58.607777	17.45239	0.0035526075	4.91E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	2.81	16.776
47	130	266	58.604637	17.455446	0.003485047	5.09E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	2.74	17.167
48	131	267	58.601498	17.4585	0.0032733711	4.10E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	1.96	17.557
49	132	268	58.59836	17.461555	0.0032647592	2.76E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	1.49	17.948
50	133	269	58.595215	17.464603	0.0033132953	2.67E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	1.42	18.339
51	134	270	58.592075	17.467657	0.0031002795	2.21E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	1.39	18.730
52	135	271	58.588936	17.470707	0.003243086	4.74E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	1.42	19.120
53	136	272	58.585793	17.47376	0.0033647933	3.48E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	1.33	19.511
54	137	273	58.582653	17.47681	0.0033904954	2.96E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.84	19.902
55	138	274	58.579514	17.479858	0.0035831651	2.99E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.66	20.293
56	139	275	58.576374	17.482906	0.0037812095	2.58E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.84	20.684
57	140	276	58.57324	17.485956	0.00367955	1.82E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.75	21.074
58	141	277	58.570095	17.489002	0.0035797753	3.39E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.56	21.465
59	142	278	58.566956	17.492052	0.0033305914	1.98E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.39	21.856
60	143	279	58.563816	17.495096	0.0032607531	1.98E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.09	22.247
61	144	280	58.560673	17.498142	0.0034517203	4.17E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.23	22.638
62	145	281	58.557537	17.501186	0.0034742223	3.00E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.26	23.029
63	146	282	58.554394	17.504232	0.003478078	3.93E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.26	23.420
64	147	283	58.551254	17.507275	0.0035361375	3.30E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.34	23.811
65	148	284	58.54812	17.51032	0.0035868606	2.81E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.49	24.201
66	149	285	58.54498	17.513361	0.003640854	2.65E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.75	24.592
67	150	286	58.541836	17.516405	0.0038152605	2.64E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.58	24.983
68	151	287	58.5387	17.519445	0.003966802	6.45E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.93	25.374
69	152	288	58.535557	17.522488	0.003914347	4.70E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.98	25.765
70	153	289	58.532417	17.525526	0.004058392	7.62E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	1.08	26.156
71	154	290	58.529278	17.528566	0.004035288	6.07E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.86	26.546
72	155	291	58.52614	17.531605	0.0039062125	5.52E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.57	26.937
73	156	292	58.523003	17.534645	0.0039153225	5.64E-04	reflec_4	FUB_L1N_NOL1N_20080728	0	0.52	27.328
1	89	220	58.74611	17.336355	0.0020859658	0.0013244103	reflec_5	FUB_L1N_NOL1N_20080728	0	-0.05	0.066
2	90	221	58.742977	17.339436	5.39E-04	0.0016547366	reflec_5	FUB_L1N_NOL1N_20080728	0	70.05	0.388
3	91	222	58.739845	17.342514	8.39E-04	0.0019443968	reflec_5	FUB_L1N_NOL1N_20080728	0	71.68	0.776
4	91	223	58.737293	17.341244	0.0017184005	0.002125098	reflec_5	FUB_L1N_NOL1N_20080728	0	51.03	1.026
5	92	224	58.734158	17.344322	0.0023815567	0.001624677	reflec_5	FUB_L1N_NOL1N_20080728	0	27.86	1.408
6	93	225	58.731026	17.347399	0.003398809	5.51E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	23.89	1.794
7	94	226	58.727894	17.35048	0.0042207916	0.001630644	reflec_5	FUB_L1N_NOL1N_20080728	0	20.46	2.181
8	95	227	58.724762	17.353552	0.0051380475	0.0010655607	reflec_5	FUB_L1N_NOL1N_20080728	0	19.46	2.570
9	96	228	58.72163	17.35663	0.005761454	6.25E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	18.12	2.959
10	96	229	58.719078	17.355356	0.0057542077	0.0010103862	reflec_5	FUB_L1N_NOL1N_20080728	0	16.30	3.199
11	97	230	58.71594	17.358423	0.005875615	0.001126176	reflec_5	FUB_L1N_NOL1N_20080728	0	14.99	3.587
12	98	231	58.712795	17.361488	0.005865302	0.0012252955	reflec_5	FUB_L1N_NOL1N_20080728	0	14.51	3.976
13	99	232	58.709656	17.364552	0.0049878326	7.03E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	14.31	4.365
14	100	233	58.706516	17.367617	0.0050428906	8.95E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	13.65	4.755
15	100	234	58.703964	17.366343	0.005365354	8.15E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	14.38	4.995
16	101	235	58.70082	17.369404	0.00480185	0.0011186195	reflec_5	FUB_L1N_NOL1N_20080728	0	12.22	5.384
17	102	236	58.697678	17.372467	0.0036265606	4.92E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	8.98	5.773
18	103	237	58.69454	17.375528	0.003524259	2.16E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	8.41	6.162
19	104	238	58.691395	17.37859	0.0036641893	3.88E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	8.21	6.552
20	105	239	58.688255	17.381653	0.00450251	8.04E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	9.33	6.941
21	105	240	58.685703	17.380375	0.0051084384	0.00105132	reflec_5	FUB_L1N_NOL1N_20080728	0	9.53	7.180
22	106	241	58.682564	17.383434	0.004719129	0.001010275	reflec_5	FUB_L1N_NOL1N_20080728	0	8.22	7.569
23	107	242	58.679424	17.386492	0.0043739113	4.63E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	7.66	7.958
24	108	243	58.67628	17.389553	0.004755236	6.03E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	7.60	8.348
25	109	244	58.673138	17.392609	0.004340537	4.78E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	6.32	8.738
26	110	245	58.670002	17.395666	0.0043103104	5.05E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	6.24	9.127
27	111	246	58.66686	17.398724	0.004763024	4.29E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	6.54	9.517
28	112	247	58.663715	17.40178	0.0050596218	5.21E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	7.05	9.907
29	113	248	58.660576	17.404833	0.0054702354	0.0011585816	reflec_5	FUB_L1N_NOL1N_20080728	0	6.42	10.297
30	114	249	58.657436	17.40789	0.0060152235	8.27E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	6.44	10.687
31	115	250	58.654293	17.410942	0.006368989	7.32E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	6.67	11.077
32	116	251	58.651154	17.413998	0.0064969417	5.47E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	6.50	11.468
33	117	252	58.648014	17.417048	0.0057657934	0.0012003627	reflec_5	FUB_L1N_NOL1N_20080728	0	5.54	11.858
34	118	253	58.644875	17.420103	0.0047283913	8.06E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	4.25	12.248
35	118	254	58.642323	17.418821	0.004575345	5.22E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	4.01	12.482
36	119	255	58.63918	17.421873	0.0044800993	2.61E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	4.01	12.872
37	120	256	58.636044	17.424923	0.0047595683	2.88E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	3.98	13.262
38	121	257	58.632904	17.427975	0.0051179035	2.72E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	5.15	13.652
39	122	258	58.62976	17.431025	0.0050569503	5.25E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	7.22	14.042
40	123	259	58.626617	17.434072	0.005275905	7.41E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	5.77	14.433
41	124	260	58.623478	17.437119	0.0053656013	7.62E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	4.07	14.823
42	125	261	58.62034	17.440168	0.0053219846	5.06E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	3.63	15.213
43	126	262	58.6172	17.443224	0.0053949477	3.51E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	3.44	15.604
44	127	263	58.614056	17.446281	0.0051708547	2.81E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	3.48	15.995
45	128	264	58.610916	17.449337	0.004693664	5.86E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	2.92	16.385
46	129	265	58.607777	17.45239	0.004505668	7.77E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	2.44	16.776
47	130	266	58.604637	17.455446	0.0042848657	7.84E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	2.34	17.167
48	131	267	58.601498	17.4585	0.0039750333	4.57E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	1.62	17.557
49	132	268	58.59836	17.461555	0.0037985684	4.77E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	1.18	17.948
50	133	269	58.595215	17.464603	0.0037605066	4.13E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	1.01	18.339
51	134	270	58.592075	17.467657	0.0036069509	1.76E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	1.04	18.730
52	135	271	58.588936	17.470707	0.0037266875	5.00E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.94	19.120
53	136	272	58.585793	17.47376	0.0040252632	5.63E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	1.14	19.511
54	137	273	58.582653	17.47681	0.004036579	5.02E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.65	19.902
55	138	274	58.579514	17.479858	0.004284729	3.00E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.42	20.293
56	139	275	58.576374	17.482906	0.0044092503	4.61E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.34	20.684
57	140	276	58.57324	17.485956	0.004300344	4.33E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.34	21.074
58	141	277	58.570095	17.489002	0.0041187336	3.39E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.05	21.465
59	142	278	58.566956	17.492052	0.003924975	2.06E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.13	21.856
60	143	279	58.563816	17.495096	0.0038885856	2.22E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	-0.14	22.247
61	144	280	58.560673	17.498142	0.00414155	6.37E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	-0.04	22.638
62	145	281	58.557537	17.501186	0.004182521	5.28E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.05	23.029
63	146	282	58.554394	17.504232	0.004094082	4.77E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	-0.07	23.420
64	147	283	58.551254	17.507275	0.00412263	3.53E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	-0.09	23.811
65	148	284	58.54812	17.51032	0.0041630873	3.77E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.02	24.201
66	149	285	58.54498	17.513361	0.0042716865	3.80E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.37	24.592
67	150	286	58.541836	17.516405	0.004567136	5.16E-04	reflec_5	FUB_L1N_NOL1N_20080728	0	0.37	24.983
68	151	287	58.5387	17.519445	0.004992484	0.0012602502	reflec_5	FUB_L1N_NOL1N_20080728	0	0.82	25.374
69	152	288	58.535557	17.522488	0.00495709	0.0012158415	reflec_5	FUB_L1N_NOL1N_20080728	0	0.85	25.765
70	153	289	58.532417	17.525526	0.005327287	0.001815505	reflec_5	FUB_L1N_NOL1N_20080728	0	1.12	26.156
71	154	290	58.529278	17.528566	0.005246739	0.0015414546	reflec_5	FUB_L1N_NOL1N_20080728	0	0.84	26.546
72	155	291	58.52614	17.531605	0.005049411	0.00128035	reflec_5	FUB_L1N_NOL1N_20080728	0	0.76	26.937
73	156	292	58.523003	17.534645	0.004852855	0.001046888	reflec_5	FUB_L1N_NOL1N_20080728	0	0.52	27.328
1	89	220	58.74611	17.336355	-2.43E-04	5.62E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	0.28	0.066
2	90	221	58.742977	17.339436	-7.45E-04	6.62E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	-52.31	0.388
3	91	222	58.739845	17.342514	-4.96E-04	8.51E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	-217.74	0.776
4	91	223	58.737293	17.341244	-4.14E-05	9.21E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	228.80	1.026
5	92	224	58.734158	17.344322	2.33E-04	6.92E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	100.78	1.408
6	93	225	58.731026	17.347399	7.89E-04	3.74E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	53.90	1.794
7	94	226	58.727894	17.35048	0.0013951326	9.59E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	35.82	2.181
8	95	227	58.724762	17.353552	0.0019659388	7.16E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	30.34	2.570
9	96	228	58.72163	17.35663	0.002492317	5.29E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	26.29	2.959
10	96	229	58.719078	17.355356	0.0025227563	8.04E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	23.76	3.199
11	97	230	58.71594	17.358423	0.002587717	8.61E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	22.67	3.587
12	98	231	58.712795	17.361488	0.0024991336	9.15E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	22.43	3.976
13	99	232	58.709656	17.364552	0.0017864105	4.30E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	24.82	4.365
14	100	233	58.706516	17.367617	0.0018534628	5.69E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	23.48	4.755
15	100	234	58.703964	17.366343	0.002072885	5.32E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	23.23	4.995
16	101	235	58.70082	17.369404	0.0016591591	7.00E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	22.13	5.384
17	102	236	58.697678	17.372467	0.0010143011	2.39E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	22.30	5.773
18	103	237	58.69454	17.375528	9.73E-04	7.86E-05	reflec_6	FUB_L1N_NOL1N_20080728	0	21.68	6.162
19	104	238	58.691395	17.37859	0.0010956172	2.27E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	19.91	6.552
20	105	239	58.688255	17.381653	0.0017097918	6.23E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	17.23	6.941
21	105	240	58.685703	17.380375	0.0020853616	7.54E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	16.14	7.180
22	106	241	58.682564	17.383434	0.001751337	7.68E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	15.20	7.569
23	107	242	58.679424	17.386492	0.0014894344	3.47E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	15.31	7.958
24	108	243	58.67628	17.389553	0.0017552965	4.06E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	14.14	8.348
25	109	244	58.673138	17.392609	0.0015110957	2.97E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	13.00	8.738
26	110	245	58.670002	17.395666	0.0015231535	3.46E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	12.68	9.127
27	111	246	58.66686	17.398724	0.0018536339	3.08E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	11.91	9.517
28	112	247	58.663715	17.40178	0.0020384737	4.10E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	11.97	9.907
29	113	248	58.660576	17.404833	0.0023700497	8.70E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	10.45	10.297
30	114	249	58.657436	17.40789	0.0027546561	5.77E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	9.95	10.687
31	115	250	58.654293	17.410942	0.0030359633	5.47E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	9.83	11.077
32	116	251	58.651154	17.413998	0.0031788638	4.10E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	9.46	11.468
33	117	252	58.648014	17.417048	0.002716795	8.33E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	8.75	11.858
34	118	253	58.644875	17.420103	0.0020235798	5.64E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	8.18	12.248
35	118	254	58.642323	17.418821	0.0019318328	3.35E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	7.91	12.482
36	119	255	58.63918	17.421873	0.0018303195	1.68E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	7.74	12.872
37	120	256	58.636044	17.424923	0.0020250427	2.02E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	7.28	13.262
38	121	257	58.632904	17.427975	0.0022450152	1.76E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	8.74	13.652
39	122	258	58.62976	17.431025	0.0021448764	3.83E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	12.59	14.042
40	123	259	58.626617	17.434072	0.0022114294	4.86E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	9.67	14.433
41	124	260	58.623478	17.437119	0.0022852186	5.31E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	6.60	14.823
42	125	261	58.62034	17.440168	0.0022683467	3.61E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	5.88	15.213
43	126	262	58.6172	17.443224	0.002343167	2.31E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	5.45	15.604
44	127	263	58.614056	17.446281	0.0021317445	2.32E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	5.51	15.995
45	128	264	58.610916	17.449337	0.001805143	4.08E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	5.09	16.385
46	129	265	58.607777	17.45239	0.0016735923	4.88E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	4.45	16.776
47	130	266	58.604637	17.455446	0.0015583151	5.02E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	4.45	17.167
48	131	267	58.601498	17.4585	0.0013620744	2.73E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	3.64	17.557
49	132	268	58.59836	17.461555	0.0012495464	3.07E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	3.21	17.948
50	133	269	58.595215	17.464603	0.0012101652	2.31E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	2.91	18.339
51	134	270	58.592075	17.467657	0.0011181092	1.16E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	3.08	18.730
52	135	271	58.588936	17.470707	0.0011658123	2.61E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	2.61	19.120
53	136	272	58.585793	17.47376	0.0013759524	3.67E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	2.87	19.511
54	137	273	58.582653	17.47681	0.0013676601	3.20E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	2.15	19.902
55	138	274	58.579514	17.479858	0.0015039945	2.22E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	1.67	20.293
56	139	275	58.576374	17.482906	0.0015436747	3.14E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	1.20	20.684
57	140	276	58.57324	17.485956	0.0014867021	3.05E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	1.35	21.074
58	141	277	58.570095	17.489002	0.0013591185	1.92E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	0.77	21.465
59	142	278	58.566956	17.492052	0.0012842483	1.04E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	1.15	21.856
60	143	279	58.563816	17.495096	0.0012802166	1.12E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	0.72	22.247
61	144	280	58.560673	17.498142	0.0014660449	4.06E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	0.73	22.638
62	145	281	58.557537	17.501186	0.0014687978	3.56E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	0.75	23.029
63	146	282	58.554394	17.504232	0.0013699481	2.76E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	0.39	23.420
64	147	283	58.551254	17.507275	0.0013873625	2.16E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	0.37	23.811
65	148	284	58.54812	17.51032	0.0013688161	2.42E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	0.40	24.201
66	149	285	58.54498	17.513361	0.0014333638	3.06E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	0.81	24.592
67	150	286	58.541836	17.516405	0.0015974282	3.78E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	0.66	24.983
68	151	287	58.5387	17.519445	0.0019293934	9.59E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	1.30	25.374
69	152	288	58.535557	17.522488	0.0019029587	9.05E-04	reflec_6	FUB_L1N_NOL1N_20080728	0	1.24	25.765
