pixel_no	pixel_x	pixel_y	latitude	longitude	reflec_1_NOICOL_mean	reflec_1_NOICOL_sigma	band	Product	ICOL_ID	Percentage_difference	Distance_Km
32	116	251	58.651154	17.413998	0.0012156463	0.00019111925	reflec_1	FUB_L1N_NOL1N_20080728	0	11.01	11.468
33	117	252	58.648014	17.417048	0.0011997183	0.00019070433	reflec_1	FUB_L1N_NOL1N_20080728	0	8.23	11.858
34	118	253	58.644875	17.420103	0.0012200538	0.00020447244	reflec_1	FUB_L1N_NOL1N_20080728	0	5.42	12.248
35	118	254	58.642323	17.418821	0.001199044	0.00016969365	reflec_1	FUB_L1N_NOL1N_20080728	0	5.87	12.482
36	119	255	58.63918	17.421873	0.0011115259	0.00016702907	reflec_1	FUB_L1N_NOL1N_20080728	0	5.59	12.872
37	120	256	58.636044	17.424923	0.0013754001	0.00023493975	reflec_1	FUB_L1N_NOL1N_20080728	0	7.92	13.262
38	121	257	58.632904	17.427975	0.0014495102	0.00019422501	reflec_1	FUB_L1N_NOL1N_20080728	0	11.12	13.652
39	122	258	58.62976	17.431025	0.0013725981	0.00017345739	reflec_1	FUB_L1N_NOL1N_20080728	0	20.27	14.042
40	123	259	58.626617	17.434072	0.0013882482	0.0001272337	reflec_1	FUB_L1N_NOL1N_20080728	0	16.40	14.433
41	124	260	58.623478	17.437119	0.001341356	0.00016050106	reflec_1	FUB_L1N_NOL1N_20080728	0	7.88	14.823
42	125	261	58.62034	17.440168	0.0013144916	0.00020462518	reflec_1	FUB_L1N_NOL1N_20080728	0	5.53	15.213
43	126	262	58.6172	17.443224	0.0012588488	0.0002030189	reflec_1	FUB_L1N_NOL1N_20080728	0	5.32	15.604
44	127	263	58.614056	17.446281	0.001171018	0.00023768967	reflec_1	FUB_L1N_NOL1N_20080728	0	5.45	15.995
45	128	264	58.610916	17.449337	0.0012734559	0.00019495231	reflec_1	FUB_L1N_NOL1N_20080728	0	4.79	16.385
46	129	265	58.607777	17.45239	0.0014291418	0.0001956412	reflec_1	FUB_L1N_NOL1N_20080728	0	4.63	16.776
47	130	266	58.604637	17.455446	0.0014921043	0.00019944814	reflec_1	FUB_L1N_NOL1N_20080728	0	4.42	17.167
48	131	267	58.601498	17.4585	0.0014265315	0.00030641718	reflec_1	FUB_L1N_NOL1N_20080728	0	3.65	17.557
49	132	268	58.59836	17.461555	0.0015656486	0.00028869687	reflec_1	FUB_L1N_NOL1N_20080728	0	3.33	17.948
50	133	269	58.595215	17.464603	0.0016482627	0.00030937348	reflec_1	FUB_L1N_NOL1N_20080728	0	3.24	18.339
51	134	270	58.592075	17.467657	0.0014330548	0.0002786365	reflec_1	FUB_L1N_NOL1N_20080728	0	3.08	18.730
52	135	271	58.588936	17.470707	0.0015363266	0.00031180173	reflec_1	FUB_L1N_NOL1N_20080728	0	3.26	19.120
53	136	272	58.585793	17.47376	0.0014816114	0.0002457417	reflec_1	FUB_L1N_NOL1N_20080728	0	2.68	19.511
54	137	273	58.582653	17.47681	0.0015214223	0.00032263342	reflec_1	FUB_L1N_NOL1N_20080728	0	2.59	19.902
55	138	274	58.579514	17.479858	0.0015694173	0.00037116988	reflec_1	FUB_L1N_NOL1N_20080728	0	2.63	20.293
56	139	275	58.576374	17.482906	0.0017649422	0.00034738585	reflec_1	FUB_L1N_NOL1N_20080728	0	3.30	20.684
57	140	276	58.57324	17.485956	0.001689373	0.00026454462	reflec_1	FUB_L1N_NOL1N_20080728	0	2.85	21.074
58	141	277	58.570095	17.489002	0.0016867794	0.00025731997	reflec_1	FUB_L1N_NOL1N_20080728	0	2.67	21.465
59	142	278	58.566956	17.492052	0.0015001434	0.00016914093	reflec_1	FUB_L1N_NOL1N_20080728	0	2.00	21.856
60	143	279	58.563816	17.495096	0.001450855	0.00015061798	reflec_1	FUB_L1N_NOL1N_20080728	0	1.89	22.247
61	144	280	58.560673	17.498142	0.0015590541	0.0002542889	reflec_1	FUB_L1N_NOL1N_20080728	0	2.02	22.638
62	145	281	58.557537	17.501186	0.001559537	0.0002773736	reflec_1	FUB_L1N_NOL1N_20080728	0	1.88	23.029
63	146	282	58.554394	17.504232	0.0016025149	0.00026395993	reflec_1	FUB_L1N_NOL1N_20080728	0	1.97	23.420
64	147	283	58.551254	17.507275	0.0016780728	0.0003371082	reflec_1	FUB_L1N_NOL1N_20080728	0	2.38	23.811
65	148	284	58.54812	17.51032	0.0016971588	0.00033774567	reflec_1	FUB_L1N_NOL1N_20080728	0	2.56	24.201
66	149	285	58.54498	17.513361	0.0016631379	0.00029192545	reflec_1	FUB_L1N_NOL1N_20080728	0	2.13	24.592
67	150	286	58.541836	17.516405	0.0016720449	0.00017942362	reflec_1	FUB_L1N_NOL1N_20080728	0	1.40	24.983
68	151	287	58.5387	17.519445	0.0016221178	0.00018619905	reflec_1	FUB_L1N_NOL1N_20080728	0	1.46	25.374
69	152	288	58.535557	17.522488	0.0015923713	0.00021705418	reflec_1	FUB_L1N_NOL1N_20080728	0	1.63	25.765
70	153	289	58.532417	17.525526	0.0015583817	0.00021629436	reflec_1	FUB_L1N_NOL1N_20080728	0	1.49	26.156
71	154	290	58.529278	17.528566	0.0015774969	0.00024653788	reflec_1	FUB_L1N_NOL1N_20080728	0	1.44	26.546
72	155	291	58.52614	17.531605	0.0015052747	0.00022793564	reflec_1	FUB_L1N_NOL1N_20080728	0	0.31	26.937
73	156	292	58.523003	17.534645	0.0016602628	0.00028379177	reflec_1	FUB_L1N_NOL1N_20080728	0	0.71	27.328
1	89	220	58.74611	17.336355	-0.00025642995	0.000052936783	reflec_2	FUB_L1N_NOL1N_20080728	0	0.00	0.066
2	90	221	58.742977	17.339436	-0.00033231173	0.00009921766	reflec_2	FUB_L1N_NOL1N_20080728	0	-4.15	0.388
3	91	222	58.739845	17.342514	-0.000028712355	0.00055829016	reflec_2	FUB_L1N_NOL1N_20080728	0	871.96	0.776
4	91	223	58.737293	17.341244	0.00024171686	0.0006313015	reflec_2	FUB_L1N_NOL1N_20080728	0	21.43	1.026
5	92	224	58.734158	17.344322	0.000600154	0.00059409416	reflec_2	FUB_L1N_NOL1N_20080728	0	-1.06	1.408
6	93	225	58.731026	17.347399	0.00090727385	0.0003107678	reflec_2	FUB_L1N_NOL1N_20080728	0	-2.34	1.794
7	94	226	58.727894	17.35048	0.00078883854	0.00020506953	reflec_2	FUB_L1N_NOL1N_20080728	0	8.24	2.181
8	95	227	58.724762	17.353552	0.0007382932	0.000101256075	reflec_2	FUB_L1N_NOL1N_20080728	0	17.46	2.570
9	96	228	58.72163	17.35663	0.00078351604	0.00008463265	reflec_2	FUB_L1N_NOL1N_20080728	0	23.92	2.959
10	96	229	58.719078	17.355356	0.0008198015	0.000115222276	reflec_2	FUB_L1N_NOL1N_20080728	0	26.56	3.199
11	97	230	58.71594	17.358423	0.0010404098	0.00027971482	reflec_2	FUB_L1N_NOL1N_20080728	0	22.39	3.587
12	98	231	58.712795	17.361488	0.0011403745	0.00020376474	reflec_2	FUB_L1N_NOL1N_20080728	0	20.77	3.976
13	99	232	58.709656	17.364552	0.0011227077	0.00019047165	reflec_2	FUB_L1N_NOL1N_20080728	0	15.71	4.365
14	100	233	58.706516	17.367617	0.0012102845	0.00026820315	reflec_2	FUB_L1N_NOL1N_20080728	0	16.30	4.755
15	100	234	58.703964	17.366343	0.0011884229	0.00033041553	reflec_2	FUB_L1N_NOL1N_20080728	0	15.50	4.995
16	101	235	58.70082	17.369404	0.0013847203	0.00031829733	reflec_2	FUB_L1N_NOL1N_20080728	0	11.04	5.384
17	102	236	58.697678	17.372467	0.0014298551	0.00018396744	reflec_2	FUB_L1N_NOL1N_20080728	0	7.60	5.773
18	103	237	58.69454	17.375528	0.0013560086	0.00024753602	reflec_2	FUB_L1N_NOL1N_20080728	0	7.70	6.162
19	104	238	58.691395	17.37859	0.0013157421	0.00019401603	reflec_2	FUB_L1N_NOL1N_20080728	0	6.73	6.552
20	105	239	58.688255	17.381653	0.0012061845	0.00019088763	reflec_2	FUB_L1N_NOL1N_20080728	0	10.29	6.941
21	105	240	58.685703	17.380375	0.0012800229	0.00021194608	reflec_2	FUB_L1N_NOL1N_20080728	0	12.37	7.180
22	106	241	58.682564	17.383434	0.0013831784	0.00024803347	reflec_2	FUB_L1N_NOL1N_20080728	0	12.24	7.569
23	107	242	58.679424	17.386492	0.001415865	0.00020148714	reflec_2	FUB_L1N_NOL1N_20080728	0	11.03	7.958
24	108	243	58.67628	17.389553	0.0014962795	0.00016181878	reflec_2	FUB_L1N_NOL1N_20080728	0	10.37	8.348
25	109	244	58.673138	17.392609	0.001385125	0.0002839174	reflec_2	FUB_L1N_NOL1N_20080728	0	7.87	8.738
26	110	245	58.670002	17.395666	0.0013154513	0.00025387298	reflec_2	FUB_L1N_NOL1N_20080728	0	6.99	9.127
27	111	246	58.66686	17.398724	0.00120271	0.00030122808	reflec_2	FUB_L1N_NOL1N_20080728	0	7.32	9.517
28	112	247	58.663715	17.40178	0.0012243448	0.00033411392	reflec_2	FUB_L1N_NOL1N_20080728	0	8.33	9.907
29	113	248	58.660576	17.404833	0.0013617437	0.00027336588	reflec_2	FUB_L1N_NOL1N_20080728	0	9.01	10.297
30	114	249	58.657436	17.40789	0.0014977443	0.00018281878	reflec_2	FUB_L1N_NOL1N_20080728	0	9.08	10.687
31	115	250	58.654293	17.410942	0.0014661057	0.00017962961	reflec_2	FUB_L1N_NOL1N_20080728	0	10.21	11.077
32	116	251	58.651154	17.413998	0.0014718773	0.00019125821	reflec_2	FUB_L1N_NOL1N_20080728	0	9.89	11.468
33	117	252	58.648014	17.417048	0.0014293139	0.00020462586	reflec_2	FUB_L1N_NOL1N_20080728	0	7.47	11.858
34	118	253	58.644875	17.420103	0.0014202468	0.00023149778	reflec_2	FUB_L1N_NOL1N_20080728	0	4.96	12.248
35	118	254	58.642323	17.418821	0.0013923931	0.00018893075	reflec_2	FUB_L1N_NOL1N_20080728	0	5.29	12.482
36	119	255	58.63918	17.421873	0.0013035526	0.00017810313	reflec_2	FUB_L1N_NOL1N_20080728	0	5.11	12.872
37	120	256	58.636044	17.424923	0.0015722726	0.00023507774	reflec_2	FUB_L1N_NOL1N_20080728	0	7.02	13.262
38	121	257	58.632904	17.427975	0.0016606124	0.00018766163	reflec_2	FUB_L1N_NOL1N_20080728	0	9.74	13.652
39	122	258	58.62976	17.431025	0.0015905389	0.00017193802	reflec_2	FUB_L1N_NOL1N_20080728	0	17.48	14.042
40	123	259	58.626617	17.434072	0.0016239558	0.00012340824	reflec_2	FUB_L1N_NOL1N_20080728	0	13.96	14.433
41	124	260	58.623478	17.437119	0.0015744966	0.00015669482	reflec_2	FUB_L1N_NOL1N_20080728	0	6.84	14.823
42	125	261	58.62034	17.440168	0.0015489777	0.00020104896	reflec_2	FUB_L1N_NOL1N_20080728	0	5.08	15.213
43	126	262	58.6172	17.443224	0.001484751	0.00019957892	reflec_2	FUB_L1N_NOL1N_20080728	0	4.78	15.604
44	127	263	58.614056	17.446281	0.0013975657	0.00023305141	reflec_2	FUB_L1N_NOL1N_20080728	0	4.94	15.995
45	128	264	58.610916	17.449337	0.0014828594	0.00018138203	reflec_2	FUB_L1N_NOL1N_20080728	0	4.35	16.385
46	129	265	58.607777	17.45239	0.0016287045	0.00021626434	reflec_2	FUB_L1N_NOL1N_20080728	0	4.15	16.776
47	130	266	58.604637	17.455446	0.0016827494	0.0002185481	reflec_2	FUB_L1N_NOL1N_20080728	0	4.01	17.167
48	131	267	58.601498	17.4585	0.0016022165	0.00031373653	reflec_2	FUB_L1N_NOL1N_20080728	0	3.20	17.557
49	132	268	58.59836	17.461555	0.0017237018	0.0002726893	reflec_2	FUB_L1N_NOL1N_20080728	0	2.81	17.948
50	133	269	58.595215	17.464603	0.0018053135	0.00028701368	reflec_2	FUB_L1N_NOL1N_20080728	0	2.77	18.339
51	134	270	58.592075	17.467657	0.0015957007	0.0002634358	reflec_2	FUB_L1N_NOL1N_20080728	0	2.61	18.730
52	135	271	58.588936	17.470707	0.0017022742	0.00032835995	reflec_2	FUB_L1N_NOL1N_20080728	0	2.77	19.120
53	136	272	58.585793	17.47376	0.0016658352	0.00024543662	reflec_2	FUB_L1N_NOL1N_20080728	0	2.27	19.511
54	137	273	58.582653	17.47681	0.0017029893	0.00030216834	reflec_2	FUB_L1N_NOL1N_20080728	0	2.01	19.902
55	138	274	58.579514	17.479858	0.0017725972	0.00036267127	reflec_2	FUB_L1N_NOL1N_20080728	0	1.92	20.293
56	139	275	58.576374	17.482906	0.0019640052	0.00032098885	reflec_2	FUB_L1N_NOL1N_20080728	0	2.52	20.684
57	140	276	58.57324	17.485956	0.0018898562	0.00023265944	reflec_2	FUB_L1N_NOL1N_20080728	0	2.20	21.074
58	141	277	58.570095	17.489002	0.0018741158	0.0002642798	reflec_2	FUB_L1N_NOL1N_20080728	0	2.03	21.465
59	142	278	58.566956	17.492052	0.0016803173	0.0001701338	reflec_2	FUB_L1N_NOL1N_20080728	0	1.47	21.856
60	143	279	58.563816	17.495096	0.0016227429	0.0001516124	reflec_2	FUB_L1N_NOL1N_20080728	0	1.25	22.247
61	144	280	58.560673	17.498142	0.0017363117	0.00025246167	reflec_2	FUB_L1N_NOL1N_20080728	0	1.42	22.638
62	145	281	58.557537	17.501186	0.0017376705	0.0002661992	reflec_2	FUB_L1N_NOL1N_20080728	0	1.33	23.029
63	146	282	58.554394	17.504232	0.0017784826	0.0002773184	reflec_2	FUB_L1N_NOL1N_20080728	0	1.40	23.420
64	147	283	58.551254	17.507275	0.0018515148	0.0003271141	reflec_2	FUB_L1N_NOL1N_20080728	0	1.74	23.811
65	148	284	58.54812	17.51032	0.0018798239	0.00031657686	reflec_2	FUB_L1N_NOL1N_20080728	0	1.93	24.201
66	149	285	58.54498	17.513361	0.0018612194	0.00028653242	reflec_2	FUB_L1N_NOL1N_20080728	0	1.76	24.592
67	150	286	58.541836	17.516405	0.001881391	0.0001728595	reflec_2	FUB_L1N_NOL1N_20080728	0	1.16	24.983
68	151	287	58.5387	17.519445	0.0018478524	0.00020387293	reflec_2	FUB_L1N_NOL1N_20080728	0	1.33	25.374
69	152	288	58.535557	17.522488	0.0018167103	0.00020154472	reflec_2	FUB_L1N_NOL1N_20080728	0	1.46	25.765
70	153	289	58.532417	17.525526	0.0017977932	0.00020617197	reflec_2	FUB_L1N_NOL1N_20080728	0	1.35	26.156
71	154	290	58.529278	17.528566	0.0018115346	0.00022764594	reflec_2	FUB_L1N_NOL1N_20080728	0	1.24	26.546
72	155	291	58.52614	17.531605	0.001736233	0.0002246573	reflec_2	FUB_L1N_NOL1N_20080728	0	0.36	26.937
73	156	292	58.523003	17.534645	0.0018766081	0.0002961595	reflec_2	FUB_L1N_NOL1N_20080728	0	0.68	27.328
1	89	220	58.74611	17.336355	-0.00040924622	0.00019041209	reflec_3	FUB_L1N_NOL1N_20080728	0	0.03	0.066
2	90	221	58.742977	17.339436	-0.0005963514	0.0002507629	reflec_3	FUB_L1N_NOL1N_20080728	0	-18.54	0.388
3	91	222	58.739845	17.342514	0.00004312515	0.0011968937	reflec_3	FUB_L1N_NOL1N_20080728	0	148.92	0.776
4	91	223	58.737293	17.341244	0.0006149043	0.0013241235	reflec_3	FUB_L1N_NOL1N_20080728	0	35.77	1.026
5	92	224	58.734158	17.344322	0.0012338904	0.0011565348	reflec_3	FUB_L1N_NOL1N_20080728	0	9.22	1.408
6	93	225	58.731026	17.347399	0.0018578088	0.0004206771	reflec_3	FUB_L1N_NOL1N_20080728	0	6.86	1.794
7	94	226	58.727894	17.35048	0.0018459308	0.0004832304	reflec_3	FUB_L1N_NOL1N_20080728	0	12.64	2.181
8	95	227	58.724762	17.353552	0.001992806	0.0002665696	reflec_3	FUB_L1N_NOL1N_20080728	0	16.97	2.570
9	96	228	58.72163	17.35663	0.0021644712	0.00011740811	reflec_3	FUB_L1N_NOL1N_20080728	0	19.85	2.959
10	96	229	58.719078	17.355356	0.0022055793	0.00020331057	reflec_3	FUB_L1N_NOL1N_20080728	0	20.71	3.199
11	97	230	58.71594	17.358423	0.0025235473	0.00043528026	reflec_3	FUB_L1N_NOL1N_20080728	0	18.15	3.587
12	98	231	58.712795	17.361488	0.0026618335	0.0003192139	reflec_3	FUB_L1N_NOL1N_20080728	0	17.10	3.976
13	99	232	58.709656	17.364552	0.0024843242	0.00033713097	reflec_3	FUB_L1N_NOL1N_20080728	0	13.97	4.365
14	100	233	58.706516	17.367617	0.0025948207	0.0004854467	reflec_3	FUB_L1N_NOL1N_20080728	0	14.12	4.755
15	100	234	58.703964	17.366343	0.0026245404	0.0005173464	reflec_3	FUB_L1N_NOL1N_20080728	0	13.94	4.995
16	101	235	58.70082	17.369404	0.0027335589	0.00043596147	reflec_3	FUB_L1N_NOL1N_20080728	0	10.59	5.384
17	102	236	58.697678	17.372467	0.002497533	0.00027939287	reflec_3	FUB_L1N_NOL1N_20080728	0	7.23	5.773
18	103	237	58.69454	17.375528	0.0023841986	0.00032313878	reflec_3	FUB_L1N_NOL1N_20080728	0	7.13	6.162
19	104	238	58.691395	17.37859	0.0023825853	0.000320439	reflec_3	FUB_L1N_NOL1N_20080728	0	6.55	6.552
20	105	239	58.688255	17.381653	0.0024379313	0.00024268581	reflec_3	FUB_L1N_NOL1N_20080728	0	9.33	6.941
21	105	240	58.685703	17.380375	0.0026655388	0.0003458318	reflec_3	FUB_L1N_NOL1N_20080728	0	10.68	7.180
22	106	241	58.682564	17.383434	0.0027013954	0.00030503582	reflec_3	FUB_L1N_NOL1N_20080728	0	10.21	7.569
23	107	242	58.679424	17.386492	0.00267195	0.00025669832	reflec_3	FUB_L1N_NOL1N_20080728	0	9.21	7.958
24	108	243	58.67628	17.389553	0.0028554283	0.00020629432	reflec_3	FUB_L1N_NOL1N_20080728	0	8.81	8.348
25	109	244	58.673138	17.392609	0.0026242589	0.00039784037	reflec_3	FUB_L1N_NOL1N_20080728	0	6.82	8.738
26	110	245	58.670002	17.395666	0.0025287268	0.00028383065	reflec_3	FUB_L1N_NOL1N_20080728	0	6.28	9.127
27	111	246	58.66686	17.398724	0.0024903936	0.00036276082	reflec_3	FUB_L1N_NOL1N_20080728	0	6.57	9.517
28	112	247	58.663715	17.40178	0.0025795852	0.0003831732	reflec_3	FUB_L1N_NOL1N_20080728	0	7.40	9.907
29	113	248	58.660576	17.404833	0.002837097	0.000436307	reflec_3	FUB_L1N_NOL1N_20080728	0	7.64	10.297
30	114	249	58.657436	17.40789	0.0031271726	0.00029411537	reflec_3	FUB_L1N_NOL1N_20080728	0	7.69	10.687
31	115	250	58.654293	17.410942	0.0031572962	0.00031653926	reflec_3	FUB_L1N_NOL1N_20080728	0	8.41	11.077
32	116	251	58.651154	17.413998	0.0031783176	0.00024870457	reflec_3	FUB_L1N_NOL1N_20080728	0	8.14	11.468
33	117	252	58.648014	17.417048	0.0029568577	0.00042142684	reflec_3	FUB_L1N_NOL1N_20080728	0	6.38	11.858
34	118	253	58.644875	17.420103	0.0027258922	0.00044657258	reflec_3	FUB_L1N_NOL1N_20080728	0	4.34	12.248
35	118	254	58.642323	17.418821	0.0026567033	0.00033454463	reflec_3	FUB_L1N_NOL1N_20080728	0	4.44	12.482
36	119	255	58.63918	17.421873	0.0025372133	0.00025531012	reflec_3	FUB_L1N_NOL1N_20080728	0	4.40	12.872
37	120	256	58.636044	17.424923	0.002906894	0.0003179399	reflec_3	FUB_L1N_NOL1N_20080728	0	5.52	13.262
38	121	257	58.632904	17.427975	0.0030962725	0.0002453574	reflec_3	FUB_L1N_NOL1N_20080728	0	7.61	13.652
39	122	258	58.62976	17.431025	0.0030102339	0.00024329936	reflec_3	FUB_L1N_NOL1N_20080728	0	12.89	14.042
40	123	259	58.626617	17.434072	0.0031142451	0.00021693442	reflec_3	FUB_L1N_NOL1N_20080728	0	10.10	14.433
41	124	260	58.623478	17.437119	0.003072704	0.00022802151	reflec_3	FUB_L1N_NOL1N_20080728	0	5.39	14.823
42	125	261	58.62034	17.440168	0.0030386131	0.00022011965	reflec_3	FUB_L1N_NOL1N_20080728	0	4.37	15.213
43	126	262	58.6172	17.443224	0.0029676403	0.00026671236	reflec_3	FUB_L1N_NOL1N_20080728	0	4.07	15.604
44	127	263	58.614056	17.446281	0.0028252052	0.0002839456	reflec_3	FUB_L1N_NOL1N_20080728	0	4.22	15.995
45	128	264	58.610916	17.449337	0.002808353	0.00020469562	reflec_3	FUB_L1N_NOL1N_20080728	0	3.68	16.385
46	129	265	58.607777	17.45239	0.0029336393	0.0004023085	reflec_3	FUB_L1N_NOL1N_20080728	0	3.38	16.776
47	130	266	58.604637	17.455446	0.0029364454	0.0004173552	reflec_3	FUB_L1N_NOL1N_20080728	0	3.30	17.167
48	131	267	58.601498	17.4585	0.0027597432	0.00043419894	reflec_3	FUB_L1N_NOL1N_20080728	0	2.47	17.557
49	132	268	58.59836	17.461555	0.0028301107	0.0002922722	reflec_3	FUB_L1N_NOL1N_20080728	0	1.99	17.948
50	133	269	58.595215	17.464603	0.0029125563	0.00030374338	reflec_3	FUB_L1N_NOL1N_20080728	0	1.95	18.339
51	134	270	58.592075	17.467657	0.0026570093	0.00029619507	reflec_3	FUB_L1N_NOL1N_20080728	0	1.85	18.730
52	135	271	58.588936	17.470707	0.0028116538	0.00048466612	reflec_3	FUB_L1N_NOL1N_20080728	0	1.95	19.120
53	136	272	58.585793	17.47376	0.0028484238	0.000330621	reflec_3	FUB_L1N_NOL1N_20080728	0	1.66	19.511
54	137	273	58.582653	17.47681	0.002884106	0.00032122622	reflec_3	FUB_L1N_NOL1N_20080728	0	1.21	19.902
55	138	274	58.579514	17.479858	0.0030361246	0.00039520356	reflec_3	FUB_L1N_NOL1N_20080728	0	1.01	20.293
56	139	275	58.576374	17.482906	0.0032779432	0.0003162551	reflec_3	FUB_L1N_NOL1N_20080728	0	1.39	20.684
57	140	276	58.57324	17.485956	0.0031736072	0.00019905361	reflec_3	FUB_L1N_NOL1N_20080728	0	1.22	21.074
58	141	277	58.570095	17.489002	0.0031127355	0.00036262034	reflec_3	FUB_L1N_NOL1N_20080728	0	1.06	21.465
59	142	278	58.566956	17.492052	0.002842348	0.00021899866	reflec_3	FUB_L1N_NOL1N_20080728	0	0.72	21.856
60	143	279	58.563816	17.495096	0.0027631526	0.0001997119	reflec_3	FUB_L1N_NOL1N_20080728	0	0.42	22.247
61	144	280	58.560673	17.498142	0.002946254	0.00036949635	reflec_3	FUB_L1N_NOL1N_20080728	0	0.60	22.638
62	145	281	58.557537	17.501186	0.0029565725	0.00030676057	reflec_3	FUB_L1N_NOL1N_20080728	0	0.58	23.029
63	146	282	58.554394	17.504232	0.0029923345	0.0003950579	reflec_3	FUB_L1N_NOL1N_20080728	0	0.63	23.420
64	147	283	58.551254	17.507275	0.0030722609	0.00038981054	reflec_3	FUB_L1N_NOL1N_20080728	0	0.81	23.811
65	148	284	58.54812	17.51032	0.0031190268	0.00034320538	reflec_3	FUB_L1N_NOL1N_20080728	0	0.98	24.201
66	149	285	58.54498	17.513361	0.0031426558	0.00032845198	reflec_3	FUB_L1N_NOL1N_20080728	0	1.13	24.592
67	150	286	58.541836	17.516405	0.0032515558	0.00023192535	reflec_3	FUB_L1N_NOL1N_20080728	0	0.81	24.983
68	151	287	58.5387	17.519445	0.0033106834	0.00047109113	reflec_3	FUB_L1N_NOL1N_20080728	0	1.11	25.374
69	152	288	58.535557	17.522488	0.0032573543	0.0002780345	reflec_3	FUB_L1N_NOL1N_20080728	0	1.18	25.765
70	153	289	58.532417	17.525526	0.0033187375	0.0004533372	reflec_3	FUB_L1N_NOL1N_20080728	0	1.17	26.156
